invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
I644018,C291769,,3,15.69,01-01-2023,Metrocity
I123254,C227666,Food & Beverage,5,26.15,21-03-2022,Forum Istanbul
I766169,C213532,Technology,3,3150.0,25-02-2022,Forum Istanbul
I362760,C684266,CLOTHING,3,900.24,25-01-2022,Metrocity
I248006,C854275,Toys,1,35.84,07-11-2022,Zorlu Center
I311084,C603179,Toys,3,107.52,12-04-2022,Kanyon
I251817,C140229,Clothing,5,1500.4,08-03-2022,Cevahir AVM
I481063,C277311,Books,5,75.75,23-02-2022,Cevahir AVM
I269818,C194306,Clothing,5,1500.4,14-03-2022,Mall of Istanbul
I283815,C218464,COSMETICS,3,121.98,09-02-2022,Mall of Istanbul
I207201,C100525,Clothing,2,600.16,2022-04-02,Metrocity
I173745,C291292,Cosmetics,1,40.66,20-08-2022,Zorlu Center
I220750,C209259,Toys,5,179.2,23-02-2021,Emaar Square Mall
I777035,C301659,Food & Beverage,3,15.69,26-09-2021,Viaport Outlet
I310900,C668744,Clothing,2, 600.16 ,02-12-2021, ZORLU CENTER 
I978657,C266227,Shoes,2,1200.34,Oct 03 2022,Kanyon
I339097,C474760,Clothing,5,1500.4,25-10-2021,Mall of Istanbul
I222980,C208771,Cosmetics,3,121.98,18-12-2021,Kanyon
I152015,C634153,Clothing,3,900.24,03-11-2021,
I304435,C106744,Cosmetics,2,81.32,31-10-2022,Mall of Istanbul
I328794,C588567,Toys,5,"179,2",25-06-2022,Istinye Park
I239737,C268384,Toys,1,35.84,18-08-2022,Kanyon
I147129,C816641,Books,3,45.45,02/08/2021,Metropol AVM
I300087,C156158,Clothing,1,300.08,30-03-2021,Emaar Square Mall
I998518,C107293,Clothing,3,900.24,10-07-2021,Metropol AVM
I107407,C519121,Technology,5,5250.0,08-11-2022,Metrocity
I975160,C964489,Souvenir,1,11.73,17-10-2021,Kanyon
I799041,C156336,Shoes,1,600.17,03-12-2022,Istinye Park
I300119,C163320,Clothing,1,300.08,10-11-2022,Mall of Istanbul
I998044,C384519,Clothing,3,900.24,12-05-2021,Istinye Park
I208780,C189835,Cosmetics,5,203.3,12-07-2021,Istinye Park
I701192,C609921,Shoes,2,1200.34,06-11-2022,Kanyon
I142334,C160815,Clothing,2,600.16,03-08-2021, MALL OF ISTANBUL 
I300240,C832533,Clothing,5,1500.4,11-10-2022,Mall of Istanbul
I145377,C331767,Shoes,4,2400.68,23-07-2022,Metropol AVM
I248910,C147446,Technology,2,2100.0,02-12-2021,Kanyon
I216616,C256029,Shoes,3,1800.51,15-04-2021,Metropol AVM
I173496,C240474,Food & Beverage,1,5.23,23-01-2023,Mall of Istanbul
I104505,C698742,Souvenir,3, 35.19 ,12-06-2021,Kanyon
I806321,C448514,Toys,5,179.2,Oct 05 2021,Emaar Square Mall
I582083,C605141,Cosmetics,2,81.32,04-02-2021,Mall of Istanbul
I283037,C174010,Books,-4.0,60.6,21-05-2021,Forum Istanbul
I331434,C317091,Clothing,4,1200.32,19-10-2022,Mall of Istanbul
I388555,C265681,Cosmetics,3,121.98,08/04/2022,Mall of Istanbul
I590119,C223935,Clothing,2,600.16,15.09.2021,Mall of Istanbul
I113166,C332782,Clothing,5,1500.4,13-10-2021,Forum Istanbul
I103427,C294888,Cosmetics,4,162.64,25-01-2022,Kanyon
I929634,C241761,Books,5,75.75,28-05-2021,Kanyon
I478116,C637526,,2,600.16,17-11-2021,Metropol AVM
I252497,C209649,Shoes,3,"1800,51",23-01-2022,Kanyon
I221879,C100745,technology,4,-4200.0,22-01-2022,Cevahir AVM
I146609,C229424,Clothing,1,300.08,2021-09-15, EMAAR SQUARE MALL 
I445708,C215023,Shoes,4,2400.68,18-11-2022,Mall of Istanbul
I116861,C287187,Food & Beverage,1,5.23,2022-09-18,Kanyon
I145180,C259489,Food & Beverage,4,20.92,11-10-2021,Metropol AVM
I282710,C412800,Cosmetics,3,121.98,17-02-2022,Metropol AVM
I977639,C295619,Cosmetics,1,40.66,18-12-2022,Mall of Istanbul
I138792,C111116,Toys,4,$143.36,28-10-2021,Metropol AVM
I198580,C840445,Clothing,1,300.08,12-11-2022,Mall of Istanbul
I500007,C311488,  Food & Beverage  ,4,20.92,22-04-2022,Mall of Istanbul
I105671,C244514,Technology,5,5250.0,11-10-2022,Metrocity
I212668,C232663,Shoes,3,1800.51,20-11-2021,Mall of Istanbul
I980718,C202439,Toys,3,107.52,23-08-2022,Istinye Park
I230195,C190540,shoes,2,1200.34,21-08-2022,Mall of Istanbul
I288825,C345511,Clothing,1,300.08,23.07.2021,Mall of Istanbul
I998832,C257559,Souvenir,2,23.46,21-02-2021,Metrocity
I398554,C288276,Clothing,0,1200.32,17-02-2022,Kanyon
I745467,C220698,,5,75.75,30-06-2022,Mall of Istanbul
I325268,C323423,,1,40.66,13-10-2021,Cevahir AVM
I327661,C211953,Clothing,2,600.16,22-10-2021,Cevahir AVM
I156588,C151023,Clothing,4,1200.32,26-08-2022,Mall of Istanbul
I801837,C166668,Toys,2,71.68,21-05-2022,Istinye Park
I245399,C185736,Clothing,?,300.08,30-11-2021,Kanyon
I233182,C223478,Technology,2,2100.0,08-05-2021,Istinye Park
I288647,C715415,COSMETICS,4,162.64,01-18-2023,Metrocity
I240576,C259589,Cosmetics,3,121.98,13/05/2021,Istinye Park
I165030,C316081,Toys,,179.2,11-06-2022,Kanyon
I351741,C161181,Clothing,2,600.16,30-11-2022,Metrocity
I337563,C333537,,4,20.92,19-10-2021,Mall of Istanbul
I337481,C187363,Shoes,2,1200.34,12-02-2023,Mall of Istanbul
I127007,C637128,Food & Beverage,3,15.69,Jan 21 2021,Cevahir AVM
I115376,C788568,Food & Beverage,3,15.69,01-10-2022,Emaar Square Mall
I344728,C112717,Clothing,5,1500.4,06-07-2021,Mall of Istanbul
I225988,C162766,Clothing,5,1500.4,30-07-2021,Istinye Park
I519079,C405636,Food & Beverage,3,15.69,26-12-2021,Metrocity
I210310,C167209,Cosmetics,1,40.66,18-02-2023,
I706719,C314118,Food & Beverage,3,15.69,16-02-2022,Metrocity
I282722,C169683,Clothing,3,900.24,29-10-2022,Kanyon
I585495,C323660,Clothing,4,1200.32,25-01-2022,Mall of Istanbul
I266075,C298726,Shoes,4,2400.68,01-05-2021, MALL OF ISTANBUL 
I168654,C995589,Cosmetics,4,162.64,10/01/2021,Istinye Park
I231577,C317593,Food & Beverage,1,5.23,07-17-2021,Kanyon
I189550,C115355,Food & Beverage,1,5.23,14-06-2021,Istinye Park
I204736,C311306,Food & Beverage,2,10.46,21.12.2021,Istinye Park
I268012,C168983,Toys,5,179.2,18-09-2021,Forum Istanbul
I273712,C534021,Cosmetics,3,"121,98",07-04-2021,Metrocity
I151518,C221429,Food & Beverage,4,20.92,06-02-2021, MALL OF ISTANBUL 
I323892,C290164,Books,2,30.3,09-08-2022,Mall of Istanbul
I858866,C284945,  Clothing  ,5,1500.4,11-06-2021,Mall of Istanbul
I324218,C265839,Souvenir,4,46.92,28-05-2021,
I194038,C606113,Shoes,2,1200.34,12-01-2022,Mall of Istanbul
I337860,C221602,Clothing,1,300.08,27-07-2022,Forum Istanbul
I222132,C182869,Clothing,4,1200.32,10-03-2022,Kanyon
I627373,C799491,Clothing,2,600.16,Jun 14 2021,Mall of Istanbul
I238093,C215723,Souvenir,,58.65,17-05-2022,Forum Istanbul
I764518,C129368,Cosmetics,5,203.3,2021-07-21,Mall of Istanbul
I229274,C760587,Food & Beverage,1,5.23,10-06-2022,Kanyon
I193911,C298683,Clothing,4,1200.32,02-06-2022,Mall of Istanbul
I737087,C856974,Clothing,0,1200.32,29-03-2022,Istinye Park
I338644,C325543,Clothing,2,600.16,18-02-2021,Metropol AVM
I312416,C203936,Clothing,1,300.08,19-04-2021,Metrocity
I697933,C823241,Technology,5,5250.0,30-07-2022,Metrocity
I239623,C243502,Clothing,4,1200.32,11-10-2022,Mall of Istanbul
I159340,C157014,Food & Beverage,3,15.69,01-07-2021,Viaport Outlet
I940009,C294076,Clothing,1,300.08,13-12-2021,Viaport Outlet
I984768,C137176,Clothing,5,"1500,4",14-10-2021,Zorlu Center
I163493,C313445,Food & Beverage,2,10.46,29-01-2021,Mall of Istanbul
I296665,C319710,Technology,1,1050.0,07/08/2021,Istinye Park
I197699,C187224,Clothing,1,300.08,05.01.2022,Kanyon
I228759,C124027,Shoes,2,1200.34,16-06-2022,Metrocity
I227148,C170000,Cosmetics,4,162.64,02-10-2023,Kanyon
I248703,C287833,Clothing,5,1500.4,24-12-2021,Mall of Istanbul
I267507,C223803,Cosmetics,2,81.32,03-10-2021,Metrocity
I314988,C211148,Clothing,4,"1200,32",01-12-2021,Kanyon
I131753,C106806,Shoes,2,1200.34,01-17-2021,Kanyon
I954278,C303512,Toys,4,143.36,16-03-2022,Kanyon
I156571,C234500,CLOTHING,1,300.08,17-03-2021,Kanyon
I244663,C538784,Clothing,5,1500.4,13-11-2022,Kanyon
I251080,C257222,Clothing,3,900.24,24-03-2022,Metrocity
I806030,C314065,Technology,4,4200.0,04-01-2022,Metrocity
I235270,C229939,Cosmetics,3,121.98,28.05.2021,Forum Istanbul
I105052,C121856,,4,4200.0,10-24-2022,Metrocity
I693236,C261043,Clothing,1,300.08,20-09-2022,Metropol AVM
I272797,C173164,Toys,2,71.68,05-03-2022,Metrocity
I434103,C217357,Clothing,3,900.24,13.12.2021,Kanyon
I109684,C157746,Food & Beverage,2,10.46,30-09-2022,Cevahir AVM
I142348,C264077,,5,75.75,21-05-2022,Metrocity
I890822,C955791,Shoes,2,1200.34,28-03-2022,
I627117,C261313,Cosmetics,1,40.66,05-09-2022,Metropol AVM
I631535,C199104,Cosmetics,1,40.66,19-09-2022, EMAAR SQUARE MALL 
I143532,C240059,Toys,4,143.36,13-08-2022,Mall of Istanbul
I274879,C239630,Food & Beverage,5,26.15,10-08-2022,Emaar Square Mall
I113983,C266421,Clothing,1,300.08,08-01-2022,Cevahir AVM
I175667,C126059,Souvenir,3,35.19,16-11-2022,Kanyon
I332963,C671181,Cosmetics,1,40.66,14-01-2022,
I220424,C182091,Toys,5,179.2,15-12-2022,Metrocity
I174551,C293301,Technology,4,4200.0,08-11-2021,Istinye Park
I219797,C278287,Clothing,0,900.24,31-12-2021,Kanyon
I335390,C973877,FOOD & BEVERAGE,5,26.15,05-08-2021,Zorlu Center
I307150,C242066,Shoes,1,600.17,07-05-2021,Istinye Park
I114095,C381212,Clothing,3,900.24,22-04-2022,Mall of Istanbul
I103929,C166679,Cosmetics,4,162.64,11-12-2022,Istinye Park
I233165,C409639,Cosmetics,4,162.64,08-06-2022,Mall of Istanbul
I256747,C259973,Clothing,1,300.08,2022-04-30,Kanyon
I237147,C264502,Toys,3,107.52,11-12-2022,Zorlu Center
I259321,C322133,Clothing,5,1500.4,Feb 15 2022,Kanyon
I127328,C281952,Food & Beverage,4,20.92,03-02-2023,Mall of Istanbul
I168686,C227943,Clothing,2,600.16,07-12-2022,Mall of Istanbul
I810141,C305176,Clothing,5,1500.4,Jan 27 2021,Mall of Istanbul
I158058,C190762,Clothing,5,1500.4,01-05-2022,Forum Istanbul
I379756,C309141,Clothing,2,600.16,17-02-2022,Metrocity
I271219,C305795,Cosmetics,4,162.64,2023-02-08,Metrocity
I229723,C102596,Cosmetics,5,203.3,06-12-2021,Kanyon
I178649,C178572,Clothing,1,300.08,19-01-2023,Zorlu Center
I244301,C245364,Cosmetics,1,40.66,20-09-2021,Mall of Istanbul
I786465,C324804,Clothing,5,1500.4,26-05-2022,Mall of Istanbul
I825497,C164792,Books,5,75.75,22-12-2022,Zorlu Center
I120603,C158088,Clothing,4,1200.32,04-07-2022,Mall of Istanbul
I271233,C257117,Cosmetics,4,162.64,24.10.2022,Emaar Square Mall
I376093,C133108,Technology,5,5250.0,31-05-2021,Mall of Istanbul
I292372,C355764,Books,2,30.3,10.06.2022,Mall of Istanbul
I605476,C975473,Clothing,4,1200.32,01-10-2021,Cevahir AVM
I131652,C186227,Food & Beverage,2,10.46,25-02-2021,Metrocity
I201215,C282274,Food & Beverage,2,10.46,15-05-2021,Istinye Park
I244511,C169643,Clothing,5,1500.4,09-09-2022,Mall of Istanbul
I135005,C147494,Food & Beverage,3,15.69,04-05-2021,Viaport Outlet
I229452,C250621,Clothing,1,300.08,23-08-2021,Istinye Park
I244773,C895856,Food & Beverage,-5.0,26.15,20-04-2022,Mall of Istanbul
I259020,C328598,Food & Beverage,1,5.23,11-07-2021,Zorlu Center
I167668,C135415,Food & Beverage,1,5.23,Dec 10 2021,Forum Istanbul
I171412,C288803,Clothing,2,600.16,08-06-2021,Kanyon
I890597,C320474,Clothing,3,900.24,14-01-2022,Mall of Istanbul
I204203,C226472,Toys,5,179.2,04-12-2021,Istinye Park
I339396,C334354,Technology,1,1050.0,05-03-2021,
I415465,C232977,Clothing,3,900.24,20-01-2021,Metropol AVM
I635864,C220432,Technology,4,4200.0,01-02-2021,Viaport Outlet
I212592,C300318,Technology,3,3150.0,04-01-2023,Metropol AVM
I169069,C563729,Toys,1,35.84,02-02-2023,Kanyon
I509909,C253952,Toys,2,71.68,08-04-2021,Istinye Park
I384900,C309035,Clothing,2,600.16,15-05-2022,Viaport Outlet
I286846,C142334,Food & Beverage,1,5.23,25-06-2021,Mall of Istanbul
I204676,C208870,Clothing,3,900.24,05-02-2023,Kanyon
I251412,C233590,  Clothing  ,4,1200.32,23-08-2021,Mall of Istanbul
I184913,C186785,Food & Beverage,4,20.92,30-05-2022,Istinye Park
I238824,C175675,Clothing,4,1200.32,30-05-2022,Metrocity
I184270,C278688,Clothing,4,1200.32,25-10-2022,Forum Istanbul
I255348,C200520,Cosmetics,2,81.32,18-07-2021,Emaar Square Mall
I171051,C252784,Clothing,3,900.24,04-01-2023,Metrocity
I248180,C135312,Souvenir,4,46.92,22-12-2021,Kanyon
I975873,C210417,Food & Beverage,2,10.46,Jan 13 2021,Istinye Park
I250876,C246880,Cosmetics,1,40.66,25-01-2021,Metrocity
I969365,C310312,Cosmetics,1,40.66,05-10-2021,Mall of Istanbul
I742213,C107594,Books,2,-30.3,25-02-2022,Istinye Park
I289187,C909012,Clothing,3,900.24,27-11-2022,Metropol AVM
I306820,C131959,Clothing,1,300.08,21-07-2021,Istinye Park
I305896,C164067,Clothing,2,600.16,03-01-2021,Cevahir AVM
I175552,C249975,Souvenir,3,35.19,23-07-2021,
I236544,C479894,Toys,4,143.36,21-07-2021,Cevahir AVM
I509711,C132560,FOOD & BEVERAGE,1,5.23,04-10-2022,Mall of Istanbul
I301931,C634362,Clothing,5,1500.4,07-12-2021,Metrocity
I879831,C175927,Souvenir,3,35.19,01-03-2021,Metrocity
I266519,C320425,SHOES,2,1200.34,20-11-2021,Viaport Outlet
I269101,C339411,Clothing,2,600.16,14-08-2022,Kanyon
I162969,C312059,Cosmetics,2,81.32,06-12-2021,Kanyon
I135833,C140772,Cosmetics,2,81.32,24-08-2021,Kanyon
I289022,C137039,Cosmetics,2,81.32,23-06-2022,Kanyon
I327607,C219436,Toys,5,179.2,2023-01-28,Kanyon
I345709,C814670,Books,2,30.3,15-06-2022,Kanyon
I506866,C309230,Technology,5,5250.0,10-09-2021,Metrocity
I239469,C683351,Clothing,2,600.16,14-10-2022,Mall of Istanbul
I247639,C309948,  Cosmetics  ,2,81.32,11-12-2022,Cevahir AVM
I962093,C253432,Clothing,3,900.24,23-09-2021,Mall of Istanbul
I240081,C152741,Shoes,1,600.17,05-05-2021,Mall of Istanbul
I286604,C240476,Clothing,1,300.08,03-09-2021,Mall of Istanbul
I899021,C255827,Toys,4,143.36,19-07-2022,Istinye Park
I189248,C252057,Toys,,179.2,23-10-2022,Mall of Istanbul
I112197,C650476,Souvenir,3,35.19,25/05/2021,Emaar Square Mall
I232525,C340770,Food & Beverage,4,20.92,21-04-2022, KANYON 
I278602,C336565,Clothing,4,1200.32,03-05-2022,Mall of Istanbul
I100863,C302400,Food & Beverage,2,10.46,04-01-2023,Emaar Square Mall
I164669,C218165,Books,4,60.6,Aug 24 2021,Metrocity
I714602,C447907,Clothing,2,600.16,26.05.2022,Metropol AVM
I233655,C183247,Clothing,4,1200.32,2021-11-11,Forum Istanbul
I241398,C135687,Technology,4,4200.0,31-01-2021,Metropol AVM
I615345,C944278,Clothing,1,300.08,08-04-2022,Istinye Park
I248357,C578503,Clothing,4,1200.32,04-04-2021,Mall of Istanbul
I164012,C162894,Cosmetics,5,203.3,18-01-2023,Metropol AVM
I296067,C341044,Food & Beverage,2,10.46,19-02-2021,Metrocity
I238472,C299327,Clothing,1,300.08,17-11-2021,Kanyon
I842606,C907511,Books,1,15.15,08-08-2022,Istinye Park
I109080,C318981,  Clothing  ,5,1500.4,26-06-2021, KANYON 
I185876,C272781,Toys,2,71.68,13/09/2022,Kanyon
I300920,C327448,Toys,2,71.68,27-02-2022,Mall of Istanbul
I268903,C319678,,3,900.24,01-05-2021,Viaport Outlet
I210851,C281571,Clothing,2,600.16,02-12-2022,Kanyon
I216688,C157638,Clothing,3,900.24,23-01-2022,Mall of Istanbul
I314878,C151709,Food & Beverage,1,5.23,23-10-2021,Mall of Istanbul
I170417,C210860,Souvenir,1,11.73,Feb 11 2021,Metrocity
I156678,C251986,Technology,2,2100.0,15-11-2021,Cevahir AVM
I311016,C189522,Shoes,1,600.17,15.11.2021,Kanyon
I323073,C151351,  Food & Beverage  ,3,15.69,2021-06-14,Kanyon
I202455,C123768,Cosmetics,1,40.66,02-06-2022,Kanyon
I205174,C170194,Souvenir,1,11.73,07-07-2022,Mall of Istanbul
I114586,C379408,Clothing,1,300.08,09-03-2021,Metropol AVM
I332711,C953512,Clothing,2,600.16,03-07-2021,Istinye Park
I206331,C184586,Shoes,4,2400.68,07-03-2023,Metrocity
I933301,C723650,Toys,3,107.52,16-09-2021,Kanyon
I200364,C278168,Food & Beverage,5,26.15,06-02-2022,Mall of Istanbul
I221674,C627552,Toys,5,179.2,25-08-2022,Viaport Outlet
I302650,C205925,Food & Beverage,1,5.23,01-28-2022,Viaport Outlet
I289832,C604434,Clothing,3,900.24,26-06-2021,Istinye Park
I331907,C304352,Shoes,3,-1800.51,06-09-2022,Forum Istanbul
I134491,C705797,Cosmetics,1,40.66,02-05-2021,Metropol AVM
I171864,C326377,Shoes,five,2400.68,01-08-2022,Metrocity
I990694,C391215,Cosmetics,2,81.32,Apr 25 2021,
I315605,C224692,Cosmetics,4,162.64,14-06-2021,Forum Istanbul
I307822,C958853,Shoes,3,1800.51,16-02-2022,Cevahir AVM
I112471,C321886,Shoes,3,1800.51,07-12-2021,Viaport Outlet
I710718,C216463,Books,1,15.15,2021-12-28,Kanyon
I564596,C311659,Clothing,1,300.08,07-11-2021,Istinye Park
I217892,C161818,Clothing,2,600.16,05-07-2022,Istinye Park
I745394,C249877,Food & Beverage,1,5.23,14-12-2021,Metropol AVM
I769452,C727568,Food & Beverage,4,20.92,2022-08-26,Kanyon
I778921,C284881,FOOD & BEVERAGE,3,15.69,Aug 31 2021,Kanyon
I293800,C218729,Clothing,4,1200.32,09-02-2022,Kanyon
I113321,C260210,,4,20.92,04-12-2022,Metrocity
I144771,C193352,Cosmetics,2,81.32,18-01-2023, METROCITY 
I196846,C558670,Cosmetics,2,81.32,03-12-2021,Istinye Park
I156390,C197016,Clothing,1,300.08,28-02-2022,Istinye Park
I293969,C925849,cosmetics,3, 121.98 ,03-05-2021,Kanyon
I401953,C155610,Clothing,4,$1200.32,09-07-2022,Metrocity
I293355,C128223,Technology,4,4200.0,11-10-2022,Kanyon
I302533,C215003,Food & Beverage,2,10.46,20-05-2022,Cevahir AVM
I240611,C223002,Souvenir,3,35.19,Dec 20 2021,Forum Istanbul
I320063,C261912,Shoes,5, 3000.85 ,18-02-2023,Cevahir AVM
I178553,C142063,Souvenir,1,11.73,07-05-2021,Zorlu Center
I180982,C911297,Cosmetics,4,162.64,21-09-2022,Zorlu Center
I935336,C260883,Technology,3,3150.0,02-02-2022,Metrocity
I512961,C820839,Clothing,1,300.08,29-10-2022,Metrocity
I116877,C337481,Clothing,4,1200.32,11-12-2021,Emaar Square Mall
I217608,C711699,Books,1,15.15,30-10-2022,Kanyon
I244743,C291359,Souvenir,5,58.65,2023-03-04,Kanyon
I459017,C231634,Toys,5,179.2,09-04-2021,Mall of Istanbul
I277513,C954526,Shoes,4,2400.68,03-06-2021,Forum Istanbul
I190355,C208915,Cosmetics,1,40.66,2023-01-13,Cevahir AVM
I120125,C802502,Shoes,2,1200.34,17-12-2022,Metrocity
I166113,C253764,Cosmetics,2,81.32,09/04/2022,Mall of Istanbul
I118793,C308656,Clothing,4,1200.32,26-05-2021,Metrocity
I244846,C454435,Clothing,5,1500.4,01-10-2022,Kanyon
I124018,C327336,Technology,1, 1050.0 ,04-11-2022,Kanyon
I210759,C312731,COSMETICS,3,121.98,27-05-2022,Metropol AVM
I246183,C325085,Clothing,1,300.08,01-01-2023,
I157013,C741760,Clothing,,1500.4,05-03-2022,Emaar Square Mall
I594598,C114412,Clothing,2,600.16,18-02-2022,Kanyon
I223346,C501086,Clothing,4,1200.32,15-09-2022,Cevahir AVM
I322366,C180525,Clothing,3,900.24,10-11-2021,Mall of Istanbul
I243372,C460057,Toys,5,179.2,16/05/2022,Metropol AVM
I151104,C278392,toys,1,35.84,03-08-2022,Mall of Istanbul
I234710,C276698,Toys,2,71.68,2021-10-16,Emaar Square Mall
I125178,C893877,SOUVENIR,3,35.19,17-01-2022,Viaport Outlet
I192358,C682159,clothing,1,300.08,13-10-2021,Mall of Istanbul
I247760,C329326,Clothing,1,300.08,21-07-2022,Mall of Istanbul
I241151,C769428,Food & Beverage,5,26.15,28-02-2021,Cevahir AVM
I184555,C194347,Souvenir,5,58.65,22-04-2021,Mall of Istanbul
I187710,C238933,Souvenir,2,23.46,06-24-2022,Metrocity
I100763,C264447,Cosmetics,4,162.64,10-07-2022,Cevahir AVM
I462134,C794889,Food & Beverage,1,5.23,04-08-2022,Metropol AVM
I147309,C356763,Clothing,4,1200.32,29-01-2023,Metropol AVM
I412585,C986786,Clothing,3,900.24,08-02-2021,Kanyon
I237059,C338235,food & beverage,4,20.92,24-05-2022,Forum Istanbul
I312853,C331697,food & beverage,5,26.15,24-03-2022,Metrocity
I872018,C102130,Toys,1,35.84,13-02-2022,Mall of Istanbul
I147584,C833139,Food & Beverage,5,26.15,30-06-2022,Mall of Istanbul
I106225,C743524,Clothing,5,1500.4,05-03-2023,Metrocity
I289000,C312232,Cosmetics,4,162.64,26-09-2021,Metrocity
I518691,C299211,Books,2,30.3,31-01-2023, ISTINYE PARK 
I237870,C306757,Clothing,5,1500.4,19-01-2021,Forum Istanbul
I710584,C947446,Cosmetics,5,203.3,28-01-2022,Istinye Park
I257013,C278582,Clothing,5,1500.4,17-08-2021,Metropol AVM
I302456,C953815,Toys,1,35.84,17-08-2022,Kanyon
I211020,C259147,Clothing,4,1200.32,19-05-2021,Kanyon
I318882,C169108,Clothing,2,600.16,24-04-2021,Kanyon
I332576,C109516,Food & Beverage,5,26.15,14-05-2022,Kanyon
I332110,C475192,Souvenir,2,23.46,26-02-2023, ISTINYE PARK 
I315238,C943704,Food & Beverage,2,10.46,02-02-2023,Istinye Park
I332148,C185455,Clothing,4,1200.32,Feb 04 2022,Cevahir AVM
I156197,C237623,Clothing,5,1500.4,06-01-2021,Cevahir AVM
I741996,C317126,Clothing,3,900.24,19-03-2022,Kanyon
I101624,C115743,Cosmetics,3,121.98,15/10/2021,Kanyon
I138759,C646469,Cosmetics,1,40.66,27-11-2022,Viaport Outlet
I165368,C881755,Shoes,3,1800.51,17-04-2022,Kanyon
I332154,C147489,Toys,2,71.68,05-12-2021,Kanyon
I293170,C247307,Food & Beverage,5,26.15,07-01-2023,Metropol AVM
I286963,C390904,Clothing,4,1200.32,08-06-2021,Forum Istanbul
I719039,C112719,Food & Beverage,4,20.92,06-10-2022,Viaport Outlet
I197656,C897097,Food & Beverage,4,20.92,12-08-2022,Metropol AVM
I292526,C230229,Cosmetics,3,121.98,02-10-2021,Mall of Istanbul
I183049,C138695,Food & Beverage,3,15.69,31-12-2021,Mall of Istanbul
I686094,C184441,Food & Beverage,2,10.46,05-05-2022,Mall of Istanbul
I961962,C151355,Food & Beverage,4,20.92,22-09-2021,Viaport Outlet
I826254,C104510,Food & Beverage,1,5.23,20-02-2022,Mall of Istanbul
I177936,C188651,Clothing,1,300.08,22-11-2022,Kanyon
I166765,C614040,Clothing,5,1500.4,27-12-2022,Istinye Park
I331529,C616017,Clothing,2,600.16,01-02-2023,Mall of Istanbul
I187318,C325816,Cosmetics,5,203.3,01-17-2023,Metrocity
I287949,C113489,Souvenir,1,11.73,15-04-2021,Metrocity
I157379,C143936,Food & Beverage,5,26.15,27-05-2021,Istinye Park
I161583,C179868,Souvenir,five,58.65,16-08-2021,Viaport Outlet
I221398,C835453,Shoes,5,3000.85,2022-12-04,Kanyon
I301136,C886372,Food & Beverage,1,5.23,30-10-2021,Mall of Istanbul
I413962,C265117,Clothing,2,600.16,04-11-2021,Metropol AVM
I310666,C723972,  Books  ,-1.0,15.15,04-02-2022,Viaport Outlet
I919762,C273225,Cosmetics,3,121.98,2021-09-28,Cevahir AVM
I286065,C123452,Technology,4,4200.0,25-07-2022,Istinye Park
I189464,C313980,Clothing,0,300.08,23-08-2022,Istinye Park
I177551,C130937,Toys,3,107.52,08-09-2021,Metrocity
I294515,C267637,Clothing,-4.0,1200.32,11-12-2021,Kanyon
I182083,C578543,Clothing,3,900.24,04-10-2021,Kanyon
I173509,C283463,Technology,5,5250.0,06-09-2022,Zorlu Center
I849544,C176408,Clothing,1,300.08,13-12-2022,Metropol AVM
I300290,C303190,Clothing,4,1200.32,09-02-2022,Mall of Istanbul
I199224,C228584,Technology,3,3150.0,07-01-2023,Kanyon
I241938,C315544,Clothing,4,1200.32,09.05.2022,Emaar Square Mall
I328051,C506275,Shoes,5,3000.85,28-01-2023,Istinye Park
I329784,C293488,Cosmetics,5,203.3,19-12-2022,Kanyon
I239090,C510515,Shoes,4,2400.68,23-10-2021,Metropol AVM
I556230,C207288,Food & Beverage,3,15.69,02-12-2022,Mall of Istanbul
I148769,C200502,Clothing,2,600.16,01-10-2022, KANYON 
I235428,C266059,Clothing,4,1200.32,08-07-2022,Metrocity
I322863,C113324,Clothing,2,600.16,19-12-2022,Kanyon
I178587,C305373,Books,2,30.3,21-01-2023,Kanyon
